follow_id,follower_id,followed_id,created_at,period
f000228,u0011,u0009,2026-03-18 15:15:13,after_policy
f000229,u0011,u0208,2026-01-10 19:38:00,before_policy
f000230,u0011,u0247,2026-02-04 19:40:35,before_policy
f000231,u0011,u0018,2026-01-23 04:03:41,before_policy
f000232,u0011,u0080,2026-04-19 01:42:36,after_policy
f000233,u0011,u0244,2026-04-27 02:03:06,after_policy
f000234,u0011,u0113,2026-01-20 21:18:39,before_policy
f000235,u0011,u0248,2026-01-22 14:47:37,before_policy
f000236,u0011,u0035,2026-01-11 09:20:23,before_policy
f000237,u0011,u0353,2026-02-23 17:04:18,before_policy
f000238,u0011,u0144,2026-02-11 16:26:33,before_policy
f000239,u0011,u0119,2026-03-19 01:06:36,after_policy
f000240,u0011,u0303,2026-03-08 02:30:46,after_policy
f000241,u0011,u0333,2026-02-05 13:38:54,before_policy
f000242,u0012,u0074,2026-03-19 18:31:33,after_policy
f000243,u0012,u0324,2026-03-04 05:56:39,after_policy
f000244,u0012,u0165,2026-01-24 00:07:01,before_policy
f000245,u0012,u0065,2026-04-04 06:51:39,after_policy
f000246,u0012,u0020,2026-02-11 11:35:51,before_policy
f000247,u0012,u0003,2026-03-22 06:44:18,after_policy
f000248,u0012,u0034,2026-02-08 09:32:35,before_policy
f000249,u0012,u0001,2026-01-14 21:21:21,before_policy
f000250,u0012,u0006,2026-04-16 05:12:21,after_policy
f000251,u0012,u0186,2026-04-12 01:41:08,after_policy
f000252,u0012,u0301,2026-04-24 17:57:21,after_policy
f000253,u0012,u0273,2026-04-28 23:03:53,after_policy
f000254,u0012,u0211,2026-03-12 17:01:13,after_policy
f000255,u0012,u0221,2026-04-12 11:04:09,after_policy
f000256,u0012,u0253,2026-03-21 17:53:10,after_policy
f000257,u0013,u0352,2026-02-08 22:54:20,before_policy
f000258,u0013,u0122,2026-02-21 02:31:56,before_policy
f000259,u0013,u0202,2026-04-16 09:13:33,after_policy
f000260,u0013,u0048,2026-02-16 01:49:12,before_policy
f000261,u0013,u0195,2026-01-03 15:57:32,before_policy
f000262,u0013,u0152,2026-04-28 15:46:55,after_policy
f000263,u0013,u0356,2026-02-10 04:49:55,before_policy
f000264,u0013,u0235,2026-03-27 04:13:46,after_policy
f000265,u0013,u0178,2026-04-01 16:07:00,after_policy
f000266,u0013,u0022,2026-03-28 19:55:05,after_policy
f000267,u0013,u0355,2026-03-25 23:19:01,after_policy
f000268,u0013,u0140,2026-03-22 06:20:12,after_policy
f000269,u0013,u0124,2026-03-09 10:49:28,after_policy
f000270,u0013,u0269,2026-03-12 16:06:13,after_policy
f000271,u0013,u0250,2026-02-09 08:09:45,before_policy
f000272,u0013,u0101,2026-01-09 09:39:57,before_policy
f000273,u0013,u0199,2026-01-06 04:01:30,before_policy
f000274,u0013,u0071,2026-02-18 01:05:27,before_policy
f000275,u0013,u0322,2026-03-17 18:40:53,after_policy
f000276,u0013,u0093,2026-04-01 21:51:34,after_policy
f000277,u0013,u0252,2026-01-16 02:52:51,before_policy
f000278,u0013,u0062,2026-02-27 09:43:41,before_policy
f000279,u0013,u0206,2026-03-01 07:14:09,policy_day
f000280,u0013,u0266,2026-02-19 05:44:58,before_policy
f000281,u0013,u0149,2026-02-27 15:01:04,before_policy
f000282,u0013,u0156,2026-03-02 14:54:10,after_policy
f000283,u0013,u0058,2026-03-06 03:25:52,after_policy
f000284,u0013,u0032,2026-02-10 17:41:04,before_policy
f000285,u0013,u0162,2026-03-16 13:15:39,after_policy
f000286,u0014,u0127,2026-01-26 22:37:27,before_policy
f000287,u0014,u0327,2026-04-10 10:34:44,after_policy
f000288,u0014,u0288,2026-03-26 02:47:59,after_policy
f000289,u0014,u0189,2026-01-14 18:38:29,before_policy
f000290,u0014,u0062,2026-04-15 14:11:19,after_policy
f000291,u0014,u0264,2026-01-13 21:52:38,before_policy
f000292,u0014,u0139,2026-02-10 15:41:42,before_policy
f000293,u0014,u0082,2026-04-14 04:56:37,after_policy
f000294,u0014,u0352,2026-01-18 21:09:28,before_policy
f000295,u0014,u0173,2026-01-25 06:43:56,before_policy
f000296,u0014,u0245,2026-04-11 21:19:58,after_policy
f000297,u0014,u0259,2026-01-11 18:00:39,before_policy
f000298,u0014,u0074,2026-04-19 09:03:23,after_policy
f000299,u0014,u0002,2026-03-31 17:52:22,after_policy
f000300,u0014,u0099,2026-04-20 00:15:27,after_policy
f000301,u0014,u0162,2026-03-21 10:45:24,after_policy
f000302,u0014,u0172,2026-03-10 06:42:11,after_policy
f000303,u0014,u0079,2026-03-12 12:53:59,after_policy
f000304,u0014,u0163,2026-01-19 09:55:42,before_policy
f000305,u0015,u0080,2026-04-02 15:42:27,after_policy
f000306,u0015,u0039,2026-01-17 20:51:26,before_policy
f000307,u0015,u0263,2026-01-23 14:32:27,before_policy
f000308,u0015,u0215,2026-02-18 11:14:11,before_policy
f000309,u0015,u0009,2026-03-14 15:54:46,after_policy
f000310,u0015,u0229,2026-02-03 13:59:34,before_policy
f000311,u0015,u0035,2026-01-04 18:30:45,before_policy
f000312,u0016,u0080,2026-04-03 23:33:54,after_policy
f000313,u0016,u0294,2026-03-07 02:33:56,after_policy
f000314,u0016,u0114,2026-03-01 20:47:42,policy_day
f000315,u0016,u0326,2026-03-22 17:51:37,after_policy
f000316,u0016,u0023,2026-04-25 10:34:49,after_policy
f000317,u0016,u0205,2026-03-06 15:36:46,after_policy
f000318,u0016,u0161,2026-04-12 09:18:10,after_policy
f000319,u0016,u0264,2026-04-05 09:46:50,after_policy
f000320,u0016,u0024,2026-03-21 15:37:10,after_policy
f000321,u0016,u0293,2026-02-06 23:39:01,before_policy
f000322,u0016,u0028,2026-01-16 16:04:54,before_policy
f000323,u0016,u0074,2026-03-19 08:17:54,after_policy
f000324,u0016,u0342,2026-01-14 19:11:58,before_policy
f000325,u0016,u0061,2026-03-25 14:23:51,after_policy
f000326,u0016,u0321,2026-01-30 15:11:51,before_policy
f000327,u0016,u0019,2026-02-12 02:09:38,before_policy
f000328,u0016,u0324,2026-04-06 13:49:24,after_policy
f000329,u0016,u0199,2026-04-02 20:10:13,after_policy
f000330,u0016,u0156,2026-01-06 20:16:48,before_policy
f000331,u0016,u0109,2026-02-28 12:30:19,before_policy
f000332,u0016,u0352,2026-04-28 17:14:24,after_policy
f000333,u0016,u0178,2026-03-01 08:09:33,policy_day
f000334,u0016,u0145,2026-04-28 14:24:43,after_policy
f000335,u0016,u0236,2026-03-28 01:06:58,after_policy
f000336,u0016,u0263,2026-04-27 20:54:17,after_policy
f000337,u0016,u0122,2026-04-12 03:16:41,after_policy
f000338,u0016,u0206,2026-04-08 21:47:15,after_policy
f000339,u0016,u0261,2026-04-08 06:33:21,after_policy
f000340,u0016,u0081,2026-02-09 17:00:43,before_policy
f000341,u0016,u0025,2026-01-01 13:06:33,before_policy
f000342,u0016,u0202,2026-02-13 07:46:18,before_policy
f000343,u0016,u0029,2026-01-07 19:42:57,before_policy
f000344,u0016,u0333,2026-01-15 02:54:38,before_policy
f000345,u0016,u0283,2026-03-13 05:57:07,after_policy
f000346,u0016,u0116,2026-02-06 14:42:59,before_policy
f000347,u0016,u0287,2026-03-29 21:49:49,after_policy
f000348,u0016,u0070,2026-04-09 02:17:49,after_policy
f000349,u0016,u0121,2026-01-22 14:04:31,before_policy
f000350,u0016,u0268,2026-01-22 20:31:06,before_policy
f000351,u0016,u0355,2026-02-24 06:39:41,before_policy
f000352,u0016,u0032,2026-01-04 02:04:36,before_policy
f000353,u0016,u0356,2026-02-26 00:57:31,before_policy
f000354,u0016,u0281,2025-12-31 01:42:24,before_policy
f000355,u0016,u0180,2026-03-14 00:32:45,after_policy
f000356,u0016,u0186,2026-02-24 12:54:46,before_policy
f000357,u0016,u0246,2026-01-28 00:24:44,before_policy
f000358,u0016,u0063,2026-03-13 17:59:22,after_policy
f000359,u0016,u0135,2026-02-20 01:40:41,before_policy
f000360,u0016,u0237,2026-04-19 10:05:53,after_policy
f000361,u0017,u0357,2026-01-05 12:42:12,before_policy
f000362,u0017,u0262,2026-04-24 03:40:44,after_policy
f000363,u0017,u0039,2026-04-23 20:28:47,after_policy
f000364,u0017,u0012,2026-01-24 00:46:37,before_policy
f000365,u0017,u0354,2026-03-23 09:31:34,after_policy
f000366,u0017,u0014,2026-01-04 10:03:21,before_policy
f000367,u0017,u0182,2026-01-15 06:51:41,before_policy
f000368,u0017,u0301,2026-04-30 21:55:55,after_policy
f000369,u0018,u0342,2026-01-18 15:41:01,before_policy
f000370,u0018,u0017,2026-01-31 22:41:08,before_policy
f000371,u0018,u0205,2026-03-19 05:53:37,after_policy
f000372,u0018,u0053,2026-01-14 15:38:51,before_policy
f000373,u0018,u0034,2026-04-12 06:27:21,after_policy
f000374,u0018,u0111,2026-01-15 21:36:34,before_policy
f000375,u0018,u0138,2026-04-07 01:37:11,after_policy
f000376,u0018,u0065,2026-02-04 04:48:26,before_policy
f000377,u0018,u0239,2026-03-11 05:28:15,after_policy
f000378,u0018,u0059,2026-01-12 20:39:24,before_policy
f000379,u0018,u0005,2026-04-22 15:05:00,after_policy
f000380,u0018,u0047,2026-03-31 20:37:56,after_policy
f000381,u0018,u0308,2026-03-29 04:13:09,after_policy
f000382,u0018,u0338,2026-02-26 13:15:11,before_policy
f000383,u0018,u0012,2026-03-17 05:45:31,after_policy
f000384,u0018,u0167,2026-02-13 13:00:35,before_policy
f000385,u0018,u0269,2026-02-15 17:32:14,before_policy
f000386,u0018,u0131,2026-02-04 01:12:07,before_policy
f000387,u0018,u0189,2026-01-22 05:42:59,before_policy
f000388,u0018,u0234,2026-02-05 06:27:16,before_policy
f000389,u0018,u0301,2026-01-05 03:47:03,before_policy
f000390,u0018,u0106,2026-04-10 00:31:32,after_policy
f000391,u0018,u0147,2026-04-02 14:37:37,after_policy
f000392,u0018,u0120,2026-04-05 21:57:20,after_policy
f000393,u0018,u0064,2026-02-10 07:06:15,before_policy
f000394,u0018,u0143,2026-01-09 15:37:31,before_policy
f000395,u0018,u0278,2026-01-18 06:59:39,before_policy
f000396,u0018,u0262,2026-02-16 04:29:46,before_policy
f000397,u0018,u0233,2026-02-03 06:21:08,before_policy
f000398,u0018,u0031,2026-02-04 04:07:54,before_policy
f000399,u0018,u0275,2026-01-21 10:14:56,before_policy
f000400,u0018,u0098,2026-04-11 20:39:57,after_policy
f000401,u0018,u0357,2026-04-19 07:05:26,after_policy
f000402,u0018,u0082,2026-03-16 15:53:29,after_policy
f000403,u0018,u0277,2026-04-04 07:15:20,after_policy
f000404,u0018,u0257,2026-04-24 00:26:02,after_policy
f000405,u0019,u0180,2026-03-02 22:52:06,after_policy
f000406,u0019,u0112,2026-01-10 17:48:00,before_policy
f000407,u0019,u0187,2026-01-27 04:22:18,before_policy
f000408,u0019,u0029,2026-01-02 15:42:19,before_policy
f000409,u0019,u0205,2026-04-19 18:47:37,after_policy
f000410,u0019,u0059,2026-04-21 22:25:11,after_policy
f000411,u0019,u0294,2026-03-31 20:00:55,after_policy
f000412,u0019,u0178,2026-04-24 22:21:33,after_policy
f000413,u0019,u0191,2026-04-06 08:44:39,after_policy
f000414,u0019,u0095,2026-04-10 21:05:39,after_policy
f000415,u0020,u0018,2026-01-14 12:23:29,before_policy
f000416,u0020,u0132,2026-02-15 05:41:35,before_policy
f000417,u0020,u0214,2026-03-31 06:08:21,after_policy
f000418,u0020,u0063,2026-03-24 15:47:48,after_policy
f000419,u0020,u0292,2026-01-26 23:48:14,before_policy
f000420,u0020,u0097,2026-03-05 21:27:17,after_policy
f000421,u0020,u0189,2026-03-05 16:53:07,after_policy
f000422,u0020,u0209,2026-03-27 17:57:18,after_policy
f000423,u0020,u0091,2026-04-24 14:05:05,after_policy
f000424,u0020,u0069,2026-02-05 02:06:10,before_policy
f000425,u0020,u0067,2026-04-21 06:33:40,after_policy
f000426,u0020,u0163,2026-03-28 17:59:08,after_policy
f000427,u0020,u0274,2026-01-02 09:12:04,before_policy
f000428,u0020,u0084,2026-04-16 16:41:21,after_policy
f000429,u0020,u0127,2026-03-24 20:50:20,after_policy
f000430,u0020,u0288,2026-03-30 16:53:35,after_policy
f000431,u0020,u0102,2026-03-13 04:57:50,after_policy
f000432,u0020,u0088,2026-01-29 15:23:18,before_policy
f000433,u0020,u0026,2026-01-18 11:18:29,before_policy
f000434,u0020,u0334,2026-03-09 09:11:11,after_policy
f000435,u0020,u0106,2026-01-30 03:02:20,before_policy
f000436,u0021,u0119,2026-03-12 22:02:42,after_policy
f000437,u0021,u0176,2026-01-18 11:28:34,before_policy
f000438,u0021,u0054,2026-04-27 00:25:59,after_policy
f000439,u0021,u0080,2026-02-27 10:09:00,before_policy
f000440,u0021,u0217,2026-03-01 09:48:36,policy_day
f000441,u0021,u0256,2026-04-03 14:21:44,after_policy
f000442,u0021,u0223,2026-04-25 01:08:43,after_policy
f000443,u0021,u0154,2026-01-03 12:39:53,before_policy
f000444,u0021,u0177,2026-01-11 10:03:38,before_policy
f000445,u0021,u0270,2026-03-08 07:50:59,after_policy
f000446,u0022,u0202,2026-03-27 21:05:32,after_policy
f000447,u0022,u0222,2026-02-09 19:38:32,before_policy
f000448,u0022,u0284,2026-01-18 22:54:27,before_policy
f000449,u0022,u0169,2026-01-01 09:22:22,before_policy
f000450,u0022,u0123,2026-04-03 14:47:26,after_policy
f000451,u0022,u0092,2026-04-13 23:57:27,after_policy
f000452,u0022,u0188,2026-01-17 18:38:05,before_policy
f000453,u0022,u0135,2026-03-01 16:21:04,policy_day
f000454,u0022,u0045,2025-12-31 13:40:58,before_policy
f000455,u0022,u0078,2026-03-12 14:45:36,after_policy
f000456,u0022,u0059,2026-01-25 05:53:24,before_policy
f000457,u0022,u0298,2026-03-12 23:29:14,after_policy
f000458,u0022,u0002,2026-01-19 08:19:40,before_policy
f000459,u0022,u0063,2026-03-24 21:57:18,after_policy
f000460,u0022,u0006,2026-01-15 08:31:04,before_policy
f000461,u0022,u0166,2026-03-15 15:36:27,after_policy
f000462,u0022,u0292,2026-04-14 03:23:32,after_policy
f000463,u0022,u0013,2026-04-18 08:10:37,after_policy
f000464,u0022,u0141,2026-02-28 22:08:22,before_policy
f000465,u0022,u0122,2026-02-15 13:40:58,before_policy
