edge_id,user_1,user_2,username_1,username_2,cluster_1,cluster_2,same_ground_truth_cluster,stance_1,stance_2,follow_count,mutual_follow,post_like_count,same_post_like_count,comment_count,reply_count,comment_like_count,before_interactions,after_interactions,total_interactions,final_interaction_weight,edge_type
e0001128,u0045,u0172,Curious0045,Curious0172,C5_general_public,C5_general_public,1,mixed,mixed,2,1,5,6,2,0,3,2,10,12,0.576,observed_synthetic_interaction_edge
e0002148,u0094,u0312,Policy0094,Policy0312,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,7,14,0,0,1,5,5,10,0.576,observed_synthetic_interaction_edge
e0006739,u0313,u0329,Speech0313,Free0329,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,2,5,4,0,1,4,5,9,0.575,observed_synthetic_interaction_edge
e0006254,u0259,u0287,Analyst0259,Brief0287,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,3,16,1,0,3,1,8,9,0.574,observed_synthetic_interaction_edge
e0006308,u0292,u0317,Curious0292,Curious0317,C5_general_public,C5_general_public,1,mixed,mixed,2,1,4,7,2,0,4,4,8,12,0.574,observed_synthetic_interaction_edge
e0001224,u0049,u0197,News0049,News0197,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,2,16,1,0,5,3,7,10,0.573,observed_synthetic_interaction_edge
e0000944,u0040,u0243,Liberty0040,Liberty0243,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,4,13,0,1,2,4,5,9,0.572,observed_synthetic_interaction_edge
e0004212,u0181,u0266,Policy0181,Analyst0266,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,1,14,1,1,3,3,5,8,0.572,observed_synthetic_interaction_edge
e0005094,u0223,u0257,Free0223,OpenNet0257,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,8,12,0,0,0,7,3,10,0.572,observed_synthetic_interaction_edge
e0001180,u0046,u0244,News0046,Analyst0244,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,4,13,1,0,3,6,4,10,0.571,observed_synthetic_interaction_edge
e0000990,u0041,u0192,Resist0041,Free0192,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,7,13,0,0,1,4,6,10,0.57,observed_synthetic_interaction_edge
e0002879,u0124,u0251,Safety0124,Account0251,C1_pro_policy,C1_pro_policy,1,pro,pro,2,1,3,11,2,0,2,3,6,9,0.569,observed_synthetic_interaction_edge
e0001135,u0045,u0255,Curious0045,Curious0255,C5_general_public,C5_general_public,1,mixed,mixed,2,1,5,7,2,0,1,3,7,10,0.568,observed_synthetic_interaction_edge
e0002372,u0103,u0327,Update0103,Update0327,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,5,14,0,0,4,2,9,11,0.567,observed_synthetic_interaction_edge
e0006350,u0294,u0328,News0294,Brief0328,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,5,12,1,0,1,2,7,9,0.566,observed_synthetic_interaction_edge
e0002360,u0103,u0170,Update0103,News0170,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,6,8,1,0,2,3,8,11,0.564,observed_synthetic_interaction_edge
e0006437,u0094,u0298,Policy0094,Brief0298,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,5,12,0,0,5,3,9,12,0.562,observed_synthetic_interaction_edge
e0002137,u0094,u0319,Policy0094,Brief0319,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,2,12,2,0,2,2,6,8,0.56,observed_synthetic_interaction_edge
e0001798,u0075,u0164,Free0075,OpenNet0164,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,0,9,2,1,3,6,2,8,0.559,observed_synthetic_interaction_edge
e0005472,u0242,u0313,Resist0242,Speech0313,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,3,8,1,1,2,1,8,9,0.559,observed_synthetic_interaction_edge
e0000877,u0037,u0294,Analyst0037,News0294,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,1,10,3,0,1,2,5,7,0.558,observed_synthetic_interaction_edge
e0000890,u0037,u0046,Analyst0037,News0046,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,6,10,0,0,4,6,6,12,0.558,observed_synthetic_interaction_edge
e0000098,u0007,u0217,Update0007,News0217,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,4,7,1,0,6,1,12,13,0.556,observed_synthetic_interaction_edge
e0005418,u0240,u0276,Update0240,Policy0276,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,0,11,3,0,2,1,6,7,0.556,observed_synthetic_interaction_edge
e0006376,u0295,u0359,Policy0295,Analyst0359,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,1,9,1,1,5,2,8,10,0.556,observed_synthetic_interaction_edge
e0000578,u0026,u0111,Social0026,Curious0111,C5_general_public,C5_general_public,1,mixed,mixed,2,1,4,2,3,0,1,4,6,10,0.555,observed_synthetic_interaction_edge
e0003755,u0159,u0165,Privacy0159,Data0165,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,2,1,4,5,2,0,3,4,7,11,0.555,observed_synthetic_interaction_edge
e0006540,u0303,u0325,Free0303,Liberty0325,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,5,6,2,0,0,0,9,9,0.555,observed_synthetic_interaction_edge
e0000049,u0004,u0327,Brief0004,Update0327,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,1,13,1,0,7,5,6,11,0.554,observed_synthetic_interaction_edge
e0001538,u0066,u0111,Curious0066,Curious0111,C5_general_public,C5_general_public,1,mixed,mixed,2,1,2,9,0,1,7,3,9,12,0.553,observed_synthetic_interaction_edge
e0002981,u0127,u0184,Everyday0127,Social0184,C5_general_public,C5_general_public,1,mixed,mixed,2,1,2,7,0,2,3,6,3,9,0.553,observed_synthetic_interaction_edge
e0005762,u0257,u0270,OpenNet0257,Resist0270,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,2,12,2,0,1,0,7,7,0.553,observed_synthetic_interaction_edge
e0003752,u0159,u0268,Privacy0159,Rights0268,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,2,1,4,11,1,0,2,2,7,9,0.552,observed_synthetic_interaction_edge
e0006271,u0289,u0327,Brief0289,Update0327,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,2,16,1,0,2,3,4,7,0.552,observed_synthetic_interaction_edge
e0000982,u0041,u0345,Resist0041,Speech0345,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,6,10,0,0,3,3,8,11,0.551,observed_synthetic_interaction_edge
e0002208,u0097,u0349,Everyday0097,User0349,C5_general_public,C5_general_public,1,mixed,mixed,2,1,2,5,2,1,1,2,6,8,0.551,observed_synthetic_interaction_edge
e0000101,u0007,u0194,Update0007,Policy0194,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,5,7,1,0,3,3,8,11,0.55,observed_synthetic_interaction_edge
e0004537,u0194,u0244,Policy0194,Analyst0244,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,3,13,1,0,2,5,3,8,0.549,observed_synthetic_interaction_edge
e0005942,u0268,u0347,Rights0268,Cipher0347,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,2,1,2,10,2,0,2,1,7,8,0.548,observed_synthetic_interaction_edge
e0003504,u0148,u0277,Civil0148,Rights0277,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,2,1,7,5,1,0,0,3,7,10,0.547,observed_synthetic_interaction_edge
e0006137,u0279,u0345,Free0279,Speech0345,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,3,7,1,1,1,5,3,8,0.546,observed_synthetic_interaction_edge
e0005909,u0266,u0304,Analyst0266,Brief0304,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,2,10,0,1,5,3,7,10,0.545,observed_synthetic_interaction_edge
e0006364,u0294,u0319,News0294,Brief0319,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,4,14,0,0,3,2,7,9,0.545,observed_synthetic_interaction_edge
e0002954,u0126,u0345,Resist0126,Speech0345,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,7,3,1,0,1,4,7,11,0.542,observed_synthetic_interaction_edge
e0001602,u0069,u0349,Everyday0069,User0349,C5_general_public,C5_general_public,1,mixed,mixed,2,1,1,7,2,1,0,2,4,6,0.541,observed_synthetic_interaction_edge
e0000224,u0011,u0313,OpenNet0011,Speech0313,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,7,8,0,0,1,1,9,10,0.54,observed_synthetic_interaction_edge
e0001430,u0060,u0129,Civic0060,Safety0129,C1_pro_policy,C1_pro_policy,1,pro,pro,2,1,4,9,1,0,2,4,5,9,0.54,observed_synthetic_interaction_edge
e0005483,u0243,u0329,Liberty0243,Free0329,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,4,10,1,0,1,2,6,8,0.539,observed_synthetic_interaction_edge
e0000729,u0031,u0167,Rights0031,Privacy0167,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,2,1,3,7,2,0,1,2,6,8,0.538,observed_synthetic_interaction_edge
e0000889,u0037,u0359,Analyst0037,Analyst0359,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,2,11,0,1,3,1,7,8,0.537,observed_synthetic_interaction_edge
e0001979,u0086,u0244,Update0086,Analyst0244,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,2,11,0,1,3,1,7,8,0.537,observed_synthetic_interaction_edge
e0002620,u0115,u0177,Free0115,OpenNet0177,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,2,10,1,0,5,4,6,10,0.537,observed_synthetic_interaction_edge
e0002727,u0119,u0303,Resist0119,Free0303,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,6,10,0,0,1,0,9,9,0.537,observed_synthetic_interaction_edge
e0002935,u0126,u0257,Resist0126,OpenNet0257,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,6,10,0,0,1,1,8,9,0.537,observed_synthetic_interaction_edge
e0006432,u0298,u0311,Brief0298,News0311,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,4,15,0,0,1,2,5,7,0.537,observed_synthetic_interaction_edge
e0000431,u0020,u0026,Mixed0020,Social0026,C5_general_public,C5_general_public,1,mixed,mixed,2,1,1,4,3,0,3,2,7,9,0.536,observed_synthetic_interaction_edge
e0002364,u0103,u0312,Update0103,Policy0312,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,4,9,0,0,6,5,7,12,0.536,observed_synthetic_interaction_edge
e0004958,u0217,u0287,News0217,Brief0287,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,4,6,1,0,4,3,8,11,0.536,observed_synthetic_interaction_edge
e0004995,u0219,u0345,Liberty0219,Speech0345,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,3,4,1,1,2,3,6,9,0.535,observed_synthetic_interaction_edge
e0001179,u0046,u0094,News0046,Policy0094,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,4,8,1,0,2,6,3,9,0.534,observed_synthetic_interaction_edge
e0004295,u0184,u0332,Social0184,Mixed0332,C5_general_public,C5_general_public,1,mixed,mixed,2,1,2,5,1,1,3,6,3,9,0.533,observed_synthetic_interaction_edge
e0006419,u0297,u0302,Privacy0297,Civil0302,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,2,1,2,2,2,1,1,4,4,8,0.533,observed_synthetic_interaction_edge
e0004213,u0181,u0284,Policy0181,Analyst0284,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,1,17,0,0,5,1,7,8,0.532,observed_synthetic_interaction_edge
e0006865,u0322,u0342,Account0322,Safety0342,C1_pro_policy,C1_pro_policy,1,pro,pro,2,1,3,6,2,0,1,3,5,8,0.532,observed_synthetic_interaction_edge
e0000773,u0033,u0139,Social0033,Everyday0139,C5_general_public,C5_general_public,1,mixed,mixed,2,1,1,3,2,1,2,5,3,8,0.531,observed_synthetic_interaction_edge
e0000873,u0037,u0197,Analyst0037,News0197,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,4,14,0,0,1,1,6,7,0.531,observed_synthetic_interaction_edge
e0002119,u0092,u0284,News0092,Analyst0284,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,3,13,0,0,4,5,4,9,0.531,observed_synthetic_interaction_edge
e0002350,u0103,u0339,Update0103,News0339,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,3,10,1,0,2,1,7,8,0.531,observed_synthetic_interaction_edge
e0003420,u0144,u0164,Speech0144,OpenNet0164,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,4,14,0,0,1,2,5,7,0.531,observed_synthetic_interaction_edge
e0000898,u0037,u0194,Analyst0037,Policy0194,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,5,9,0,0,3,6,4,10,0.53,observed_synthetic_interaction_edge
e0002133,u0094,u0241,Policy0094,Analyst0241,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,3,14,0,0,3,4,4,8,0.53,observed_synthetic_interaction_edge
e0000891,u0037,u0052,Analyst0037,Update0052,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,1,8,1,1,2,1,6,7,0.529,observed_synthetic_interaction_edge
e0005518,u0244,u0319,Analyst0244,Brief0319,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,2,14,0,0,5,1,8,9,0.529,observed_synthetic_interaction_edge
e0001551,u0066,u0139,Curious0066,Everyday0139,C5_general_public,C5_general_public,1,mixed,mixed,2,1,4,4,2,0,0,3,5,8,0.528,observed_synthetic_interaction_edge
e0001598,u0068,u0209,Mixed0068,Mixed0209,C5_general_public,C5_general_public,1,mixed,mixed,2,1,3,3,2,0,3,2,8,10,0.528,observed_synthetic_interaction_edge
e0002317,u0101,u0316,Cipher0101,Privacy0316,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,2,1,2,12,1,0,2,2,5,7,0.528,observed_synthetic_interaction_edge
e0001282,u0052,u0241,Update0052,Analyst0241,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,0,12,0,1,5,2,6,8,0.527,observed_synthetic_interaction_edge
e0002025,u0088,u0317,Everyday0088,Curious0317,C5_general_public,C5_general_public,1,mixed,mixed,2,1,3,4,2,0,2,1,8,9,0.527,observed_synthetic_interaction_edge
e0002355,u0103,u0295,Update0103,Policy0295,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,2,13,1,0,1,0,6,6,0.527,observed_synthetic_interaction_edge
e0005033,u0221,u0277,Civil0221,Rights0277,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,2,1,1,6,3,0,0,2,4,6,0.527,observed_synthetic_interaction_edge
e0001154,u0045,u0111,Curious0045,Curious0111,C5_general_public,C5_general_public,1,mixed,mixed,2,1,6,7,0,0,2,1,9,10,0.526,observed_synthetic_interaction_edge
e0003047,u0130,u0231,Liberty0130,Free0231,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,2,14,1,0,0,2,3,5,0.526,observed_synthetic_interaction_edge
e0005254,u0232,u0308,Civil0232,Cipher0308,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,2,1,2,5,1,1,2,2,6,8,0.526,observed_synthetic_interaction_edge
e0002167,u0092,u0094,News0092,Policy0094,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,3,13,0,0,3,5,3,8,0.524,observed_synthetic_interaction_edge
e0003701,u0157,u0158,Civil0157,Civil0158,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,2,1,3,10,1,0,1,2,5,7,0.524,observed_synthetic_interaction_edge
e0004908,u0213,u0339,Policy0213,News0339,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,2,9,1,0,4,4,5,9,0.524,observed_synthetic_interaction_edge
e0000575,u0025,u0129,Civic0025,Safety0129,C1_pro_policy,C1_pro_policy,1,pro,pro,2,1,7,4,0,0,2,2,9,11,0.523,observed_synthetic_interaction_edge
e0005786,u0257,u0296,OpenNet0257,Liberty0296,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,2,11,0,1,1,4,2,6,0.523,observed_synthetic_interaction_edge
e0001283,u0052,u0284,Update0052,Analyst0284,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,1,7,2,0,3,3,5,8,0.522,observed_synthetic_interaction_edge
e0002131,u0094,u0289,Policy0094,Brief0289,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,1,11,0,1,3,6,1,7,0.522,observed_synthetic_interaction_edge
e0004629,u0201,u0257,Liberty0201,OpenNet0257,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,4,7,0,1,0,5,2,7,0.522,observed_synthetic_interaction_edge
e0004961,u0217,u0327,News0217,Update0327,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,4,9,0,0,4,2,8,10,0.522,observed_synthetic_interaction_edge
e0005076,u0223,u0345,Free0223,Speech0345,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,5,10,0,0,1,2,6,8,0.522,observed_synthetic_interaction_edge
e0005417,u0181,u0240,Policy0181,Update0240,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,2,11,1,0,2,2,5,7,0.522,observed_synthetic_interaction_edge
e0005422,u0240,u0285,Update0240,Brief0285,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,1,10,1,0,5,3,6,9,0.522,observed_synthetic_interaction_edge
e0006677,u0213,u0311,Policy0213,News0311,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,4,10,0,0,3,2,7,9,0.521,observed_synthetic_interaction_edge
e0000441,u0021,u0154,Free0021,Free0154,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,0,6,2,1,0,1,4,5,0.52,observed_synthetic_interaction_edge
e0002468,u0109,u0333,Speech0109,Free0333,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,3,8,0,1,1,0,7,7,0.52,observed_synthetic_interaction_edge
e0005855,u0263,u0292,User0263,Curious0292,C5_general_public,C5_general_public,1,mixed,mixed,2,1,3,7,1,0,3,3,6,9,0.52,observed_synthetic_interaction_edge
e0001266,u0051,u0115,Speech0051,Free0115,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,3,5,2,0,0,1,6,7,0.519,observed_synthetic_interaction_edge
e0002905,u0125,u0279,OpenNet0125,Free0279,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,1,10,2,0,0,1,4,5,0.519,observed_synthetic_interaction_edge
e0000596,u0026,u0099,Social0026,Everyday0099,C5_general_public,C5_general_public,1,mixed,mixed,2,1,5,4,1,0,1,1,8,9,0.518,observed_synthetic_interaction_edge
e0002442,u0107,u0165,Cipher0107,Data0165,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,2,1,3,9,1,0,1,2,5,7,0.518,observed_synthetic_interaction_edge
e0004518,u0193,u0208,Liberty0193,OpenNet0208,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,3,12,0,0,3,2,6,8,0.518,observed_synthetic_interaction_edge
e0004686,u0204,u0224,Liberty0204,Free0224,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,4,13,0,0,0,0,6,6,0.518,observed_synthetic_interaction_edge
e0007200,u0337,u0360,Rights0337,Cipher0360,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,2,1,3,9,1,0,1,3,4,7,0.518,observed_synthetic_interaction_edge
e0000662,u0028,u0060,Safety0028,Civic0060,C1_pro_policy,C1_pro_policy,1,pro,pro,2,1,2,6,2,0,1,3,4,7,0.517,observed_synthetic_interaction_edge
e0005459,u0242,u0329,Resist0242,Free0329,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,3,13,0,0,2,0,7,7,0.517,observed_synthetic_interaction_edge
e0006001,u0271,u0332,Social0271,Mixed0332,C5_general_public,C5_general_public,1,mixed,mixed,2,1,4,5,0,1,1,4,4,8,0.517,observed_synthetic_interaction_edge
e0006032,u0165,u0272,Data0165,Cipher0272,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,2,1,5,8,0,0,2,1,8,9,0.517,observed_synthetic_interaction_edge
e0006253,u0287,u0294,Brief0287,News0294,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,2,12,0,0,5,3,6,9,0.517,observed_synthetic_interaction_edge
e0006825,u0319,u0327,Brief0319,Update0327,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,3,13,0,0,2,2,5,7,0.517,observed_synthetic_interaction_edge
e0000214,u0011,u0145,OpenNet0011,OpenNet0145,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,4,6,1,0,1,4,4,8,0.515,observed_synthetic_interaction_edge
e0000216,u0011,u0343,OpenNet0011,Liberty0343,C2_anti_policy,C2_anti_policy,1,anti,anti,2,1,4,6,1,0,1,2,6,8,0.515,observed_synthetic_interaction_edge
e0001871,u0079,u0097,Social0079,Everyday0097,C5_general_public,C5_general_public,1,mixed,mixed,2,1,4,9,0,0,3,2,7,9,0.515,observed_synthetic_interaction_edge
e0002132,u0094,u0284,Policy0094,Analyst0284,C4_neutral_news,C4_neutral_news,1,neutral,neutral,2,1,5,10,0,0,0,3,4,7,0.515,observed_synthetic_interaction_edge
